"sim","no_screen_cost","screen_cost","incremental_cost"
112,34.1849089429506,1135.58178626241,1101.39687731946
113,108.850430464815,1343.62074641138,1234.77031594656
114,84.3426970253221,1345.95644595418,1261.61374892885
115,2.98112628226481,1365.18724840957,1362.20612212731
116,75.1892470430185,1536.03863226511,1460.84938522209
117,32.9675944350922,1453.98612312989,1421.0185286948
118,0.0379226737274254,1333.61970484459,1333.58178217086
119,39.5900961987241,1531.79310078249,1492.20300458377
120,53.3354012747574,1373.29555744019,1319.96015616543
121,50.7040456459996,1386.7000107016,1335.9959650556
122,7.97631601377399,1238.19210714439,1230.21579113062
123,26.5390199841624,1359.13816825942,1332.59914827526
124,48.6477831689715,1302.1458044027,1253.49802123373
125,34.7900714468942,1408.69103194378,1373.90096049689
126,7.9126921670897,1277.69490037352,1269.78220820643
127,42.3170837118546,1489.58821162441,1447.27112791256
128,137.15777575875,1597.74011873068,1460.58234297193
129,9.23196463040135,1256.67476768885,1247.44280305845
130,7.20897601737426,1183.13292929242,1175.92395327504
131,77.6157323991078,1367.94635415061,1290.3306217515
132,160.249092550773,1409.2001578739,1248.95106532313
133,184.446133786932,1307.58745625364,1123.14132246671
134,84.8189185228624,1516.58122667896,1431.7623081561
135,62.8168598591748,1559.66133526366,1496.84447540448
136,102.162631561003,1604.8175897988,1502.65495823779
137,154.462949429375,1743.6428827509,1589.17993332152
138,91.1529240727069,1157.7922959452,1066.63937187249
139,160.767728827213,1171.67379662595,1010.90606779873
140,38.2091834859767,1335.40408221957,1297.19489873359
141,177.094950368185,1364.81055021107,1187.71559984288
142,41.2303493678385,1796.17831303528,1754.94796366744
143,40.6392617412216,1542.48149839638,1501.84223665516
144,7.3458077587528,1675.50549166407,1668.15968390532
145,0.503910225987111,1417.79486761802,1417.29095739203
146,38.0536692806102,1570.17785384258,1532.12418456197
147,152.128701543763,1466.84793382111,1314.71923227734
148,71.5250844744091,1527.48113294509,1455.95604847068
149,63.864311652494,1461.78094618681,1397.91663453432
150,148.155233638113,1594.61104866626,1446.45581502815
151,2.49485357123436,1490.088837441,1487.59398386976
152,6.81593242235976,1441.8803336253,1435.06440120294
153,29.695977708395,1037.66786733005,1007.97188962165
154,114.694741441395,1474.33407818125,1359.63933673985
155,36.4451720350688,1360.26144686467,1323.8162748296
156,36.7202803645496,1462.25309729057,1425.53281692603
157,235.45585971211,1465.14022193899,1229.68436222688
158,3.49066632646796,1454.94308541231,1451.45241908584
159,33.0714852177799,1249.05298994981,1215.98150473203
160,14.4072911362284,1367.20482001191,1352.79752887568
161,10.0755567408779,1408.95912020438,1398.8835634635
162,51.0413425038789,1192.33118543982,1141.28984293595
163,15.0064122651551,1528.09327665632,1513.08686439116
164,117.501072799802,1342.07829162292,1224.57721882311
165,74.2463352843288,1447.67744321633,1373.431107932
166,53.8958421864163,1511.608902723,1457.71306053658
167,210.6510188408,1265.06280424062,1054.41178539982
168,13.6319467994227,1426.59358582288,1412.96163902346
169,7.04030357719444,1299.17250674545,1292.13220316825
170,6.36770385535365,1606.94722702173,1600.57952316638
171,28.6187134500975,1438.08088308846,1409.46216963837
172,103.426041778151,1477.49983207429,1374.07379029614
173,164.728759710733,1486.05766899832,1321.32890928759
174,55.0847598565806,1433.34582070923,1378.26106085265
175,12.8469699590545,1405.22790436074,1392.38093440169
176,72.8536311473292,1544.34927681896,1471.49564567163
177,9.83613209947774,1368.60829835576,1358.77216625629
178,247.797812933134,1426.20568179663,1178.4078688635
179,9.32297231123943,1428.57156434139,1419.24859203015
180,17.6535879518036,1327.21921768679,1309.56562973498
181,45.0637775185697,1382.53464977276,1337.47087225419
182,20.1333930905054,1512.65546073417,1492.52206764367
183,24.4155863153288,1345.40119352057,1320.98560720524
184,18.471515871775,1573.44734000149,1554.97582412971
185,126.357878583542,1459.99305490824,1333.6351763247
186,46.9418690993141,1482.77635135258,1435.83448225327
187,27.2301705721486,1517.42515327057,1490.19498269842
188,171.531776823302,1447.42050883084,1275.88873200754
189,2.81400513768213,1547.19763920625,1544.38363406857
190,104.952745944152,1530.25539568056,1425.30264973641
191,55.055790208563,1433.81330002586,1378.75750981729
192,122.432816455194,1408.73663060144,1286.30381414625
193,51.243437295994,1463.49547847856,1412.25204118257
194,28.8765062321126,1270.70344558404,1241.82693935193
195,14.8595838080737,1345.65392568397,1330.7943418759
196,94.4226389304991,1374.9696698301,1280.5470308996
197,51.8069793784978,1332.21186078886,1280.40488141036
198,65.5453761872331,1365.33295995609,1299.78758376885
199,146.925878104867,1623.80181077673,1476.87593267186
200,92.341304508737,1463.07444665146,1370.73314214272
201,148.85904713424,1502.95146490886,1354.09241777462
202,27.1817437740561,1308.56317960967,1281.38143583561
203,70.6601402792809,1658.3836972987,1587.72355701942
204,46.1301290082025,1201.39183399793,1155.26170498973
205,110.607194759195,1693.22651673587,1582.61932197668
206,250.899276951557,1479.29156362893,1228.39228667737
207,5.8095328755918,1354.28062054279,1348.4710876672
208,85.6379060388712,1389.95153712255,1304.31363108368
209,84.8666692335065,1612.70565430992,1527.83898507641
210,228.586630335427,1331.80669157902,1103.22006124359
211,5.63160870036052,1309.11048813857,1303.47887943821
212,72.073965914229,1566.69420967612,1494.62024376189
213,41.4588502271388,1576.71667998324,1535.2578297561
214,168.149123483862,1686.21591734685,1518.06679386299
215,27.8709010103026,1207.49798652527,1179.62708551497
216,17.9237512620254,1417.18879935041,1399.26504808839
217,38.3685109738512,1643.47278312472,1605.10427215087
218,11.0772740021024,1498.69053231401,1487.61325831191
219,150.413126887138,1455.85670069395,1305.44357380682
220,4.12988784401125,1509.09327036027,1504.96338251625
221,120.955405202479,1427.78687188376,1306.83146668129
222,108.249296752103,1612.05475916806,1503.80546241595
223,10.9932680492156,1335.67118305875,1324.67791500953
224,181.542586895938,1318.25887752208,1136.71629062614
225,103.211641634671,1511.17579994342,1407.96415830875
226,59.5770817125355,1593.49329854295,1533.91621683041
227,37.668343762762,1138.41335197829,1100.74500821552
228,0.247764611560097,1717.29895550093,1717.05119088937
229,38.8148937901497,1347.3074981301,1308.49260433995
230,91.4688110917909,1484.30155933742,1392.83274824563
231,9.07211274714866,1250.61197973819,1241.53986699104
232,8.21862439890871,1600.03993021493,1591.82130581602
233,2.40849589383201,1523.40693178519,1520.99843589136
234,54.7763451784898,1275.79061692271,1221.01427174422
235,39.27241927705,1472.14976179914,1432.87734252209
236,9.41749724988085,1383.09332597482,1373.67582872494
237,3.95920057698009,1458.28175371064,1454.32255313366
238,74.5394303909293,1270.23361481371,1195.69418442278
239,1.30946837262082,1637.93249808858,1636.62302971596
240,6.01735808013715,1731.60343580062,1725.58607772048
241,2.28707669751486,1419.21131420288,1416.92423750536
242,188.587714944778,1638.33555420678,1449.747839262
243,46.4169118547108,1667.54383491039,1621.12692305567
244,38.6147103585502,1318.45803034971,1279.84331999116
245,72.6972537352382,1410.23968089384,1337.5424271586
246,103.498838161131,1525.4241328988,1421.92529473767
247,21.5601924797858,1557.83598607332,1536.27579359354
248,111.439574879351,1350.05520791121,1238.61563303186
249,54.406567623407,1332.5489861749,1278.14241855149
250,12.8985156597861,1322.49174041754,1309.59322475775
251,10.374678815031,1222.59770967677,1212.22303086174
252,101.713429882172,1540.87577524463,1439.16234536246
253,260.911155460505,1806.75284886185,1545.84169340135
254,26.8052964013719,1276.74052290012,1249.93522649875
255,35.8194088390703,1073.817014629,1037.99760578993
256,4.78126596585838,1544.54221242971,1539.76094646385
257,87.8153788965426,1447.29476360767,1359.47938471113
258,19.61096649556,1451.25311590379,1431.64214940823
259,9.75734764113344,1319.44976656541,1309.69241892427
260,4.33159438100234,1437.97115646472,1433.63956208372
261,29.3088260058044,1491.26755914724,1461.95873314144
262,21.5131198254255,1514.18302784476,1492.66990801933
263,48.8951641230242,1595.77180920227,1546.87664507925
264,32.7502227895288,1444.13308300196,1411.38286021243
265,11.9160076938219,1511.58527248718,1499.66926479336
266,6.74363429435812,1453.26111207246,1446.5174777781
267,181.219672238273,1618.541443105,1437.32177086673
268,49.7637053869021,1585.43681259545,1535.67310720855
269,31.7152506683318,1424.50027766133,1392.785026993
270,36.0464601962381,1507.36209351232,1471.31563331609
271,96.4165871052953,1368.314850124,1271.89826301871
272,0.887238008557323,1251.59345483061,1250.70621682205
273,42.3536360054518,1196.7747712846,1154.42113527915
274,18.2646871536538,1040.27579776153,1022.01111060788
275,79.8063246069563,1497.1003530203,1417.29402841335
276,3.23927459196652,1422.92660088648,1419.68732629451
277,2.60159632715431,1318.86565285415,1316.26405652699
278,147.692542930964,1446.99384883824,1299.30130590728
279,105.668999655684,1476.56634513465,1370.89734547897
280,54.0924064874532,1389.13052339712,1335.03811690967
281,8.65400285376527,1430.33157168448,1421.67756883071
282,43.7923278270137,1766.13687727032,1722.34454944331
283,20.3000079925541,1369.98277101565,1349.6827630231
284,109.457372318616,1776.12657143836,1666.66919911974
285,24.0648855699254,1556.49830414769,1532.43341857776
286,78.3982213788475,1700.08829096629,1621.69006958744
287,6.49766689120946,1494.26911296233,1487.77144607112
288,49.952392679678,1474.10253957587,1424.15014689619
289,118.941292033303,1475.97845134655,1357.03715931325
290,139.700332456506,1681.38756874824,1541.68723629173
291,9.96633864923316,1500.77697490898,1490.81063625974
292,121.99267909214,1565.92868183105,1443.93600273891
293,110.694136286763,1184.44674702865,1073.75261074188
294,16.4401302895109,1429.86749870109,1413.42736841158
295,61.9907674759907,1283.28811614974,1221.29734867374
296,191.557657462245,1543.22494445704,1351.6672869948
297,55.6055266898946,1626.20735879299,1570.60183210309
298,147.888408060336,1553.74932131234,1405.86091325201
299,10.4417537791185,1419.87279962996,1409.43104585084
300,10.0238525456826,1579.21248691728,1569.1886343716
301,1.98371480186693,1420.86156641259,1418.87785161072
302,2.29915435021144,1621.11440890236,1618.81525455215
303,2.5273946599303,1280.63712428111,1278.10972962118
304,105.008332514511,1260.94587857328,1155.93754605877
305,51.4975674664687,1330.20900742688,1278.71143996041
306,31.6118290375937,1275.30403801148,1243.69220897388
307,57.8210191816646,1462.83397665407,1405.01295747241
308,35.9337264716597,1530.13755278289,1494.20382631124
309,1.97849876166113,1694.23648534791,1692.25798658625
310,74.3153179021423,1697.07810038421,1622.76278248207
311,34.1921370955471,1624.69731287049,1590.50517577495
312,146.415293492548,1601.8160817631,1455.40078827055
313,7.03264097322081,1573.72111691719,1566.68847594397
314,33.4545873222444,1447.56378699957,1414.10919967733
315,74.0441336683129,1285.60733405886,1211.56320039055
316,17.4124137108241,1326.69482631924,1309.28241260841
317,48.6481265786131,1538.16040688283,1489.51228030422
318,44.2385615650871,1313.29386017415,1269.05529860906
319,13.4411378946938,1361.22667098363,1347.78553308894
320,7.32144911672737,1207.43076290161,1200.10931378489
321,102.581695142493,1257.72437412366,1155.14267898116
322,45.3093123905009,1483.19558974241,1437.88627735191
323,37.0752997491531,1503.87875017346,1466.80345042431
324,67.9414738252467,1335.35749655969,1267.41602273445
325,5.27589304438234,1384.56451697191,1379.28862392753
326,49.9394976963571,1609.25260437365,1559.31310667729
327,112.202219273156,1657.3307587185,1545.12853944534
328,13.4070627869262,1559.11151539598,1545.70445260905
329,20.7822025640496,1191.64153467738,1170.85933211333
330,21.2905249906835,1672.81575859181,1651.52523360113
331,15.1236824290227,1421.12896988536,1406.00528745634
332,100.751147312861,1361.29917278491,1260.54802547205
333,143.533563296683,1401.02504811445,1257.49148481777
334,66.593411428835,1434.68802776429,1368.09461633546
335,19.5026286235024,1328.14816486874,1308.64553624524
336,16.0006288463035,1527.21757144661,1511.2169426003
337,339.023104787919,1396.85928536506,1057.83618057714
338,3.55446389473493,1267.75364190474,1264.19917801001
339,34.9664180038026,1415.68603537997,1380.71961737617
340,18.0101498935308,1281.53917211095,1263.52902221742
341,79.5225218565935,1487.08979399976,1407.56727214317
342,74.394782897654,1655.85989041764,1581.46510751999
343,26.7649654835809,1419.1345938096,1392.36962832602
344,133.583952891914,1263.49089545799,1129.90694256608
345,43.9647450912355,1508.04304397148,1464.07829888025
346,22.2513834765375,1354.8395129581,1332.58812948156
347,35.8140255870843,1201.37020834683,1165.55618275975
348,16.890513697373,1482.58437101477,1465.6938573174
349,157.520753932969,1237.22250314199,1079.70174920903
350,49.1804519306638,1626.34521483628,1577.16476290561
351,9.6479418870826,1400.86865193309,1391.22071004601
352,22.2892221013237,1383.9542932387,1361.66507113738
353,0.801968648545336,1705.65907281121,1704.85710416266
354,20.6852754064519,1453.85797205757,1433.17269665112
355,79.7323031002747,1502.9111017071,1423.17879860683
356,59.3160796477448,1440.02669364456,1380.71061399681
357,211.859833015754,1333.51123698528,1121.65140396953
358,16.8961330350997,1258.89663717107,1242.00050413597
359,12.372621585113,1642.79924616852,1630.42662458341
360,28.5969799618384,1321.62421148166,1293.02723151982
361,81.0517330368488,1555.86712621678,1474.81539317993
362,163.019524940297,1255.11648424829,1092.09695930799
363,14.3618352496673,1366.52146427199,1352.15962902232
364,131.544656327011,1670.19501090049,1538.65035457348
365,52.9595647114037,1339.53052810634,1286.57096339494
366,175.349774935178,1525.65172630265,1350.30195136748
367,3.55647273893983,1611.25584224404,1607.6993695051
368,22.8917752142279,1468.61248707226,1445.72071185803
369,34.9804539674592,1230.97229565772,1195.99184169026
370,69.0175363084457,1733.98746043725,1664.9699241288
371,64.5052814817823,1434.42026029576,1369.91497881398
372,22.6550555669893,1679.27431391457,1656.61925834758
373,211.87669598714,1432.97107378733,1221.09437780019
374,30.1806834842187,1244.3590204505,1214.17833696629
375,66.8091320160119,1513.96183680357,1447.15270478756
376,0.495373842718621,1175.13610781813,1174.64073397541
377,236.951115567597,1700.1805230846,1463.22940751701
378,19.3535640124238,1586.02164915317,1566.66808514075
379,74.644470650954,1362.87102121162,1288.22655056066
380,54.8200468514826,1354.53911698125,1299.71907012977
381,66.3728639278045,1559.12356037606,1492.75069644825
382,44.1325134525848,1524.76602954176,1480.63351608917
383,36.1869523615684,1520.99435759875,1484.80740523718
384,134.800507941388,1441.18221394998,1306.38170600859
385,19.144780001509,1401.48451246626,1382.33973246476
386,9.90865249223107,1180.87204926362,1170.96339677139
387,30.9836601302203,1350.12062761649,1319.13696748627
388,19.4598633570675,1283.6074235767,1264.14756021964
389,137.619284379949,1653.83370342157,1516.21441904162
390,6.72319818821164,1603.6685769366,1596.94537874839
391,0.721617258029322,1404.79420672747,1404.07258946945
392,29.3765905385441,1664.87224392696,1635.49565338841
393,19.5536906245886,1518.82510370462,1499.27141308003
394,61.3243201604847,1386.72796160431,1325.40364144382
395,13.2713527323508,1571.67196245974,1558.40060972739
396,56.9633850604812,1398.54381547093,1341.58043041045
397,134.109747374235,1335.97955259102,1201.86980521678
398,28.1436907019534,1319.94773804964,1291.80404734768
399,28.2610098809354,1455.600412542,1427.33940266106
400,113.461292428852,1312.74730336758,1199.28601093873
401,43.6274566799883,1228.33264122908,1184.70518454909
402,52.9091820527774,1224.49187474141,1171.58269268863
403,4.80403082500465,1250.5803493778,1245.7763185528
404,1.00611903046964,1406.21636151249,1405.21024248203
405,84.1161484971243,1680.22127546973,1596.10512697261
406,2.49195994334045,1409.71575116549,1407.22379122215
407,19.8755737431176,1338.96252093095,1319.08694718783
408,122.869661976773,1362.24914863071,1239.37948665393
409,33.2163567586886,1467.78318910225,1434.56683234357
410,157.884489286481,1463.84354165992,1305.95905237344
411,114.858036245221,1592.46399283974,1477.60595659452
412,70.2209644447946,1226.06118303387,1155.84021858907
413,139.700524430249,1496.82680251288,1357.12627808263
414,5.25333446965143,1333.00649856115,1327.7531640915
415,50.3294902400396,1449.45303042046,1399.12354018043
416,195.456564293885,1530.2746443145,1334.81808002061
417,56.6642943601481,1387.78726320075,1331.1229688406
418,141.012292579959,1552.47954286291,1411.46725028295
419,6.92502003167581,1642.0442152036,1635.11919517192
420,41.2142360239119,1431.16247402415,1389.94823800024
421,33.643299549352,1436.61375377751,1402.97045422816
422,96.9389537807754,1436.67204954518,1339.73309576441
423,18.4538563578865,1440.01807505997,1421.56421870209
424,76.490970490742,1671.43865017589,1594.94767968515
425,98.2189295878468,1354.71634163982,1256.49741205197
426,11.7274151983631,1603.37072047055,1591.64330527218
427,232.40782932788,1157.91300575215,925.50517642427
428,67.6396387776626,1349.1952343118,1281.55559553413
429,15.8844795562987,1141.15186725915,1125.26738770285
430,17.2537766990566,1314.86938236172,1297.61560566266
431,50.5017461720112,1624.04262701795,1573.54088084594
432,27.4106750228953,1440.65336583611,1413.24269081321
433,1.88354337033352,1571.48316573169,1569.59962236136
434,25.2756045080564,1344.29226708394,1319.01666257589
435,40.0698855749445,1244.59479819678,1204.52491262183
436,124.322192257771,1485.42321945803,1361.10102720026
437,2.78642925954438,1196.28366447976,1193.49723522022
438,23.7159009623314,1421.83840843603,1398.1225074737
439,56.1070465100832,1257.4308936636,1201.32384715352
440,22.6116739767085,1646.17400103078,1623.56232705407
441,250.064358755378,1546.46823249573,1296.40387374035
442,77.2491609591443,1587.57108552837,1510.32192456923
443,37.5871422151933,1613.14975839516,1575.56261617996
444,155.844657610808,1444.74047208756,1288.89581447675
445,22.2456405806716,1421.79089357518,1399.54525299451
446,42.9197365261402,1780.17087363205,1737.25113710591
447,56.627141854175,1307.05277202387,1250.42563016969
448,20.1647211812388,1346.67477994991,1326.51005876867
449,5.07515070893565,1356.70486555842,1351.62971484948
450,16.3059077096023,1439.79811510271,1423.49220739311
451,16.5055718381239,1521.42584792344,1504.92027608532
452,16.8063825480245,1342.89946797682,1326.0930854288
453,11.452661680784,1371.30482404941,1359.85216236862
454,135.11499647261,1508.72798414065,1373.61298766804
455,33.8652896667164,1138.32922622101,1104.46393655429
456,5.3341062387473,1174.93158314003,1169.59747690129
457,244.804283033902,1231.86811826545,987.063835231553
458,83.8482698490603,1358.41562091202,1274.56735106295
459,66.7544033437919,1412.19339010568,1345.43898676189
460,5.17429825980175,1413.47628997378,1408.30199171398
461,30.3289380735727,1302.60759498832,1272.27865691475
462,150.409054700697,1209.55348004036,1059.14442533966
463,4.97490987489207,1391.68713890205,1386.71222902716
464,71.1520006849297,1267.99236202075,1196.84036133582
465,41.8969237158154,1397.7370740144,1355.84015029858
466,65.9247780043064,1630.71479429188,1564.79001628757
467,157.400952449691,1666.7708647521,1509.36991230241
468,89.3174059855433,1446.59125549185,1357.2738495063
469,7.80609847862057,1681.88987793083,1674.08377945221
470,41.8884861736375,1458.18446802643,1416.29598185279
471,69.1389230824789,1245.47706140592,1176.33813832344
472,101.861780786156,1534.17617133773,1432.31439055158
473,17.5669592447451,1128.49994771359,1110.93298846885
474,18.1980454365287,1339.93943550607,1321.74139006954
475,28.2328502440081,1566.38705669541,1538.15420645141
476,90.0753228108398,1573.62319327553,1483.5478704647
477,14.2750948132519,1191.42209377932,1177.14699896607
478,52.5088545328561,1276.26049224518,1223.75163771232
479,80.5818432781994,1216.26725788878,1135.68541461058
480,9.82642569245358,1074.18537061774,1064.35894492529
481,14.2493724129498,1693.45179354149,1679.20242112854
482,40.5082809900686,1502.29953698207,1461.791255992
483,91.6816851081828,1661.84709408586,1570.16540897768
484,45.1687128735028,1340.64819507156,1295.47948219806
485,13.4975063039706,1092.04390915814,1078.54640285417
486,47.758984479355,1556.50680496505,1508.74782048569
487,128.214090968099,1367.1756191257,1238.9615281576
488,9.25106392993452,1407.24844186025,1397.99737793031
489,24.6735087748127,1365.3449639076,1340.67145513278
490,101.177247982382,1443.74689705059,1342.56964906821
491,59.6330883408161,1368.11570737465,1308.48261903383
492,30.4007448799147,1550.72988814087,1520.32914326095
493,52.7475003162606,1398.98610580377,1346.23860548751
494,44.3897271528647,1217.88717076322,1173.49744361035
495,37.2793259931475,1597.8048779406,1560.52555194745
496,23.097583494032,1326.13559945751,1303.03801596348
497,30.51940247686,1303.31758221275,1272.79817973589
498,41.1524505804885,1871.82900794542,1830.67655736493
499,217.463671126379,1742.31619259361,1524.85252146723
500,38.3804570048184,1146.63759187413,1108.25713486931
501,45.2708658084384,1510.7054135794,1465.43454777096
502,134.215109486975,1512.15346666149,1377.93835717452
503,61.5672171399599,1380.23453061133,1318.66731347137
504,318.709805237842,1730.37539971185,1411.66559447401
505,215.82775838015,1598.64834555765,1382.8205871775
506,44.7913878914996,1546.66600142868,1501.87461353718
507,95.3080839021742,1496.69164864937,1401.38356474719
508,75.9736944204635,1395.23745739949,1319.26376297902
509,10.8719099176466,1377.58976269747,1366.71785277983
510,41.4884784645088,1669.32535830104,1627.83687983653
511,22.1299484177904,1444.31044783666,1422.18049941887
512,18.586442196309,1369.73073169618,1351.14428949987
513,10.0294614701211,1400.02691161326,1389.99745014314
514,55.2088138273457,1518.93305135368,1463.72423752633
515,37.5014180112459,1321.79548970605,1284.2940716948
516,82.5798125090744,1637.96610763008,1555.386295121
517,81.9530685563097,1380.37274677117,1298.41967821486
518,5.17066356121011,1496.36311701637,1491.19245345516
519,74.5998041489655,1306.79939457863,1232.19959042966
520,186.736981224015,1509.08612884649,1322.34914762247
521,100.016217070849,1495.40655495742,1395.39033788657
522,177.593977883295,1242.70943334105,1065.11545545775
523,58.1844752677802,1499.39336561615,1441.20889034837
524,8.08451859475155,1450.36297155559,1442.27845296083
525,94.2491919481662,1504.47572657333,1410.22653462516
526,44.6808368165319,1242.73516993686,1198.05433312033
527,70.5344517040415,1442.33761782775,1371.80316612371
528,7.19539306771805,1514.2786668899,1507.08327382218
529,114.653538481543,1442.55621347502,1327.90267499348
530,101.015025634179,1437.61596882659,1336.60094319241
531,4.49027384672903,1351.0306258089,1346.54035196217
532,24.5937572112922,1445.00342977618,1420.40967256489
533,128.771089240874,1393.62170233469,1264.85061309381
534,47.9611848485119,1590.0486725338,1542.08748768528
535,74.5634029417849,1665.69063319621,1591.12723025442
536,13.7351431962785,1450.85902377551,1437.12388057923
537,54.7144500647669,1336.78253185793,1282.06808179316
538,182.986893171407,1249.53108259132,1066.54418941991
539,36.0931882031526,1315.00179059759,1278.90860239444
540,25.3834713590182,1566.24230856348,1540.85883720446
541,13.9314989449821,1449.74763439417,1435.81613544919
542,3.77889870621665,1457.61495482116,1453.83605611494
